,0
4402,"chocolate,red wine,spaghetti,avocado,butter,oil,green beans,body spray"
4403,"clothes accessories,chocolate"
4404,sandwich
4405,"french fries,escalope,pasta,mushroom cream sauce,fresh bread"
4406,melons
4407,"shrimp,frozen vegetables,tomatoes,fromage blanc,honey,green tea"
4408,"red wine,tomatoes,ground beef,mineral water,pancakes"
4409,
4410,
4411,"spaghetti,meatballs,french wine,eggs,melons,fresh bread"
4412,"chocolate,french fries,pancakes"
4413,brownies
4414,
4415,candy bars
4416,candy bars
4417,"spaghetti,mineral water,eggs,gums,frozen smoothie,body spray,energy drink"
4418,
4419,"cookies,green tea"
4420,"cider,eggs,whole wheat rice,french fries,cookies,low fat yogurt"
4421,
4422,cookies
4423,"chocolate,yogurt cake"
4424,
4425,"ham,chocolate"
4426,carrots
4427,cookies
4428,"ground beef,mineral water,eggs,rice,low fat yogurt"
4429,
4430,cottage cheese
4431,"chicken,chocolate,escalope"
4432,"frozen vegetables,spaghetti"
4433,mineral water
4434,"herb & pepper,tomatoes,ground beef,chocolate,green tea"
4435,honey
4436,"fromage blanc,eggs,honey,frozen smoothie,cookies,cottage cheese,brownies,pancakes,energy drink"
4437,
4438,"gums,green tea,chocolate,champagne"
4439,"tomatoes,parmesan cheese,gums,chocolate,french fries,strawberries"
4440,"frozen vegetables,milk,butter,cake"
4441,
4442,
4443,"mineral water,french wine,strong cheese"
4444,yogurt cake
4445,"mineral water,milk,olive oil,cake,frozen smoothie,light mayo"
4446,
4447,energy drink
4448,
4449,"frozen vegetables,ground beef,pepper,spaghetti,mineral water,honey,strawberries"
4450,"ham,milk"
4451,"cooking oil,french fries"
4452,"shrimp,spaghetti,avocado,milk"
4453,"pancakes,eggs,frozen smoothie"
4454,whole wheat rice
4455,"cake,barbecue sauce,french fries,body spray"
4456,escalope
4457,
4458,"frozen vegetables,spaghetti,mineral water,milk,chutney,eggs,light cream,cooking oil,tomato juice,green tea"
4459,"chocolate,french wine,pancakes"
4460,
4461,"frozen vegetables,mineral water,pancakes"
4462,
4463,"frozen vegetables,ground beef,mineral water,chicken,barbecue sauce,sparkling water"
4464,
4465,
4466,"french fries,frozen smoothie,escalope,pasta"
4467,"vegetables mix,chocolate"
4468,
4469,"tomato sauce,spaghetti,chicken,salmon,oatmeal,eggplant,green tea"
4470,
4471,"ground beef,salmon,strawberries"
4472,ground beef
4473,green tea
4474,
4475,french fries
4476,mushroom cream sauce
4477,"mineral water,green tea"
4478,"eggs,french fries,melons"
4479,
4480,mineral water
4481,"ham,meatballs,pancakes,whole wheat rice,chicken,carrots"
4482,low fat yogurt
4483,
4484,
4485,"soup,olive oil,blueberries"
4486,"french fries,cookies"
4487,
4488,pasta
4489,"olive oil,eggs,brownies,tomato juice,low fat yogurt"
4490,strawberries
4491,
4492,"olive oil,french wine,chocolate,frozen smoothie,honey"
4493,"spaghetti,mineral water,chocolate,oil,protein bar"
4494,"eggs,honey,gums,light cream,ham"
4495,light mayo
4496,"escalope,tomato juice"
4497,eggs
4498,pancakes
4499,
4500,
4501,"spaghetti,butter"
4502,"eggs,pancakes"
4503,
4504,
4505,
4506,honey
4507,chocolate
4508,"milk,bug spray,escalope"
4509,
4510,
4511,"frozen smoothie,strawberries,green tea"
4512,"frozen vegetables,pancakes,champagne"
4513,
4514,mineral water
4515,"avocado,honey,clothes accessories"
4516,"frozen vegetables,spaghetti,mineral water,chocolate,vegetables mix,frozen smoothie"
4517,mineral water
4518,
4519,chicken
4520,
4521,"spaghetti,mineral water,bacon,whole wheat rice,eggplant,french fries,champagne,escalope,shampoo"
4522,"cottage cheese,low fat yogurt"
4523,"eggs,cake,frozen smoothie,cookies"
4524,"whole wheat rice,cake,chocolate,cookies"
4525,
4526,"milk,chicken,whole wheat rice,ham,eggplant"
4527,"mineral water,avocado,strawberries"
4528,
4529,yogurt cake
4530,"mineral water,honey,whole wheat rice"
4531,"honey,chicken,cereals,french fries,frozen smoothie,light mayo,green tea"
4532,
4533,
4534,tomato sauce
4535,"avocado,milk,french fries,light mayo"
4536,
4537,"tomatoes,fromage blanc,eggs,champagne,frozen smoothie,light mayo"
4538,"milk,cereals"
4539,shallot
4540,
4541,"spaghetti,eggs,honey,french fries,champagne,pancakes,protein bar"
4542,"vegetables mix,green tea"
4543,"frozen vegetables,tomatoes,strawberries"
4544,"milk,cake,whole weat flour,french fries"
4545,cookies
4546,"mineral water,low fat yogurt,green tea"
4547,"spaghetti,escalope,mushroom cream sauce,green tea"
4548,
4549,"frozen vegetables,tomatoes,avocado,energy bar,pancakes,light cream,cooking oil,pet food,oatmeal"
4550,"tomatoes,soup,french fries,cookies,body spray,green tea"
4551,"milk,cider,chocolate,french fries"
4552,"fresh tuna,tomatoes,pepper,spaghetti,french wine,honey,chocolate,green tea"
4553,
4554,
4555,
4556,gums
4557,"spaghetti,hot dogs"
4558,"frozen vegetables,chocolate,vegetables mix,rice,frozen smoothie"
4559,whole wheat rice
4560,"mineral water,pancakes,mushroom cream sauce,mayonnaise"
4561,"butter,whole wheat rice,oil,cookies,green tea"
4562,cake
4563,gums
4564,"mineral water,eggs,french fries"
4565,"red wine,frozen vegetables,spaghetti,mineral water,milk,olive oil,eggs,cauliflower,low fat yogurt"
4566,melons
4567,"hot dogs,body spray,light mayo"
4568,"avocado,milk,eggs,cooking oil,strawberries"
4569,"frozen vegetables,tomatoes,spaghetti"
4570,"eggs,chocolate,french fries,low fat yogurt,green tea"
4571,
4572,
4573,"meatballs,butter,muffins,eggs,babies food,low fat yogurt"
4574,muffins
4575,"honey,low fat yogurt"
4576,
4577,honey
4578,"soup,cake,rice,tomato juice,zucchini"
4579,mint green tea
4580,"escalope,white wine,green tea"
4581,
4582,"milk,olive oil,green tea"
4583,
4584,
4585,
4586,"spaghetti,avocado"
4587,
4588,"spaghetti,mineral water,eggs,chicken,cereals,french fries,protein bar"
4589,french fries
4590,"tomatoes,mineral water,soup,milk,vegetables mix,cake,bramble,frozen smoothie,escalope,hot dogs,cottage cheese,low fat yogurt"
4591,"fresh tuna,frozen vegetables,tomatoes,parmesan cheese,spaghetti,mineral water,milk,almonds,vegetables mix,nonfat milk,whole wheat rice"
4592,"avocado,milk,almonds,chicken,eggs,whole wheat rice,green beans,frozen smoothie"
4593,"ground beef,spaghetti,mineral water,salmon,pancakes,whole wheat rice,green beans"
4594,"spaghetti,honey,extra dark chocolate"
4595,"frozen smoothie,hot dogs,fresh bread"
4596,tea
4597,
4598,"grated cheese,cooking oil,escalope"
4599,
4600,"chicken,whole wheat rice"
4601,eggs
4602,
4603,"green tea,french fries,shampoo"
4604,
4605,white wine
4606,"frozen vegetables,mineral water,cooking oil,french fries,toothpaste"
4607,"ham,frozen smoothie"
4608,"milk,olive oil"
4609,yogurt cake
4610,"cooking oil,green tea"
4611,"mineral water,milk"
4612,vegetables mix
4613,"spaghetti,butter,pancakes,mint"
4614,
4615,
4616,french fries
4617,"spaghetti,mineral water,french wine,frozen smoothie,cottage cheese"
4618,"french wine,eggs,chocolate"
4619,
4620,
4621,mineral water
4622,
4623,french fries
4624,milk
4625,
4626,
4627,"grated cheese,chocolate,whole wheat rice,yogurt cake,cauliflower"
4628,"tomatoes,mineral water,chicken,salmon,muffins,chocolate,green tea"
4629,cookies
4630,
4631,"mineral water,milk"
4632,"frozen vegetables,spaghetti,avocado,butter,chicken,whole wheat rice,cake,tomato juice"
4633,"salmon,honey"
4634,"ground beef,spaghetti,mineral water,muffins,rice,green beans,french fries,hot dogs"
4635,low fat yogurt
4636,"olive oil,tomato juice"
4637,"fromage blanc,cookies"
4638,zucchini
4639,"cereals,antioxydant juice,green tea,french fries,champagne,pancakes"
4640,
4641,"fromage blanc,french fries,body spray,pancakes,energy drink,green tea"
4642,"frozen vegetables,ground beef,spaghetti,french wine,frozen smoothie,cottage cheese,brownies"
4643,"spaghetti,mineral water,salmon,whole wheat rice,blueberries,green beans,sandwich,pancakes,shampoo"
4644,"mineral water,soup,honey,fresh bread"
4645,yogurt cake
4646,
4647,
4648,"frozen vegetables,milk,vegetables mix,cereals,chocolate,french fries,escalope,brownies"
4649,"spaghetti,mineral water,chocolate,olive oil,almonds,cake,tomato juice,fresh bread"
4650,eggs
4651,barbecue sauce
4652,whole wheat rice
4653,whole wheat rice
4654,
4655,"mineral water,soup,cereals,french fries"
4656,"chicken,cooking oil,french fries"
4657,"herb & pepper,spaghetti,mineral water,milk,cooking oil,frozen smoothie"
4658,
4659,"pepper,muffins,champagne,green tea"
4660,"pepper,avocado,bacon,whole wheat rice,bug spray,eggplant,chocolate,frozen smoothie,escalope,sparkling water"
4661,"cider,muffins,eggs,french fries,cottage cheese,pancakes,gluten free bar"
4662,"chicken,green tea,cookies"
4663,cereals
4664,energy drink
4665,"eggs,cookies,strawberries"
4666,
4667,"ham,whole wheat pasta,pepper,spaghetti,black tea,french wine,chicken,bacon,vegetables mix,pancakes,eggs,barbecue sauce,eggplant,green tea"
4668,"bacon,cooking oil,barbecue sauce,ketchup,melons"
4669,eggs
4670,"ham,mineral water,soup,avocado,milk,whole wheat rice,shampoo,babies food"
4671,"tomatoes,mineral water,avocado,cooking oil,french fries,cookies,pasta,low fat yogurt"
4672,milk
4673,"whole wheat pasta,almonds,chicken"
4674,milk
4675,spaghetti
4676,
4677,"whole wheat pasta,spaghetti,butter,french wine,fromage blanc,green beans,french fries,brownies,energy drink,low fat yogurt"
4678,"mineral water,low fat yogurt"
4679,"milk,energy bar,eggs,chocolate,frozen smoothie"
4680,"low fat yogurt,honey"
4681,"cake,gums"
4682,mineral water
4683,"black tea,whole wheat rice,cake,french fries,cottage cheese,tomato juice,green tea"
4684,
4685,
4686,"mineral water,strong cheese"
4687,
4688,"energy drink,light mayo,fresh bread,zucchini"
4689,champagne
4690,
4691,hot dogs
4692,
4693,
4694,"champagne,strawberries,yogurt cake,green tea"
4695,"cider,pancakes,french fries,green tea"
4696,"mineral water,hot dogs"
4697,"tomatoes,ground beef,pepper,spaghetti,mineral water,olive oil,champagne,frozen smoothie,mushroom cream sauce,hot dogs,protein bar,green tea"
4698,
4699,"fromage blanc,french fries"
4700,
4701,"mineral water,french wine,cooking oil,green tea,frozen smoothie"
4702,"herb & pepper,mineral water"
4703,energy drink
4704,"eggs,french fries,strawberries,green tea"
4705,
4706,
4707,
4708,"french fries,protein bar"
4709,"tomatoes,spaghetti,mineral water,soup,nonfat milk,pancakes,oatmeal,white wine"
4710,"escalope,shallot,tomato juice"
4711,
4712,
4713,
4714,"mineral water,avocado,eggs,champagne,brownies"
4715,"eggs,champagne"
4716,eggs
4717,"pancakes,eggs,frozen smoothie,low fat yogurt"
4718,
4719,"mineral water,meatballs,cooking oil"
4720,"meatballs,chicken,green tea"
4721,"tomatoes,ground beef,mineral water,cider,eggs,cooking oil,chocolate"
4722,
4723,eggs
4724,
4725,green tea
4726,"frozen vegetables,tomatoes,spaghetti,olive oil,pancakes,gluten free bar,green tea"
4727,
4728,french fries
4729,"grated cheese,black tea,oil,cooking oil,melons"
4730,"tomatoes,salmon,whole wheat rice"
4731,"mineral water,bacon,spinach,cake,cooking oil,extra dark chocolate"
4732,pancakes
4733,chocolate
4734,
4735,low fat yogurt
4736,"tomatoes,mineral water,chocolate,soup,milk,flax seed,honey,protein bar"
4737,"chocolate,champagne,low fat yogurt"
4738,"whole wheat rice,french fries,champagne,escalope"
4739,
4740,"spaghetti,milk,eggs,french fries,cookies"
4741,"pancakes,eggs,chocolate,french fries,mint"
4742,"spaghetti,mineral water,chicken,nonfat milk,eggs,cake"
4743,
4744,
4745,escalope
4746,
4747,"turkey,salmon,cake"
4748,"mineral water,cooking oil,oatmeal,hot dogs,green tea"
4749,
4750,
4751,
4752,"tomatoes,ground beef,spaghetti,mineral water,soup,milk,tea,chocolate,hot dogs,cauliflower,low fat yogurt"
4753,"mineral water,energy bar,french fries,hot dogs,energy drink,low fat yogurt"
4754,brownies
4755,energy drink
4756,french fries
4757,"red wine,parmesan cheese,spaghetti,mineral water,meatballs,olive oil,bacon,honey,blueberries,chocolate bread,hot dogs,brownies,pancakes"
4758,
4759,"spaghetti,chicken,extra dark chocolate,cottage cheese"
4760,"soup,milk,low fat yogurt"
4761,"soup,oil,cooking oil,honey"
4762,"ground beef,french fries,frozen smoothie,protein bar,low fat yogurt"
4763,mint
4764,"burgers,frozen vegetables,ground beef,mineral water,cake"
4765,"shrimp,ground beef,mineral water,chocolate,low fat yogurt"
4766,"mineral water,cake,light cream,carrots"
4767,
4768,
4769,
4770,chicken
4771,"mineral water,cider,bacon,eggs,cake,carrots,chocolate,green tea"
4772,
4773,"green grapes,eggs,cake,french fries,frozen smoothie,fresh bread"
4774,"mineral water,cake,chicken,low fat yogurt"
4775,"ground beef,mineral water,milk,olive oil,eggs,cooking oil,chicken,pet food,chocolate"
4776,"cooking oil,chocolate,mashed potato,mushroom cream sauce,cottage cheese,brownies,pancakes"
4777,"mineral water,champagne,mushroom cream sauce"
4778,cake
4779,"chocolate,escalope,low fat yogurt"
4780,
4781,"chicken,cereals"
4782,"ground beef,mineral water,olive oil,eggs,barbecue sauce"
4783,
4784,eggs
4785,
4786,"herb & pepper,spaghetti,chicken,pancakes,extra dark chocolate,hot dogs,green tea"
4787,"green tea,strawberries"
4788,"grated cheese,french wine,eggs,carrots,salt"
4789,chocolate
4790,
4791,"grated cheese,champagne"
4792,"spaghetti,chicken,pancakes"
4793,
4794,"chocolate,cookies,strawberries,low fat yogurt"
4795,"red wine,tomato sauce,avocado,energy bar,oil,french fries,salt"
4796,cookies
4797,milk
4798,"yams,whole wheat rice,cake,low fat yogurt"
4799,
4800,mineral water
4801,brownies
4802,
4803,"cake,cooking oil"
4804,"chocolate,spaghetti,mineral water,olive oil,pancakes,eggs,mayonnaise"
4805,"mineral water,french wine,chocolate bread,chocolate,frozen smoothie"
4806,"cereals,salt"
4807,"milk,butter,chocolate,french fries"
4808,eggs
4809,
4810,"tomatoes,ground beef,mineral water,black tea,escalope,protein bar"
4811,"ground beef,mineral water,milk,whole wheat rice,cake,escalope,yogurt cake,zucchini"
4812,"muffins,whole wheat rice,french fries,mayonnaise,low fat yogurt"
4813,
4814,"ground beef,salmon,eggs,gums,french fries,champagne,low fat yogurt"
4815,
4816,"frozen vegetables,ground beef,spaghetti,chocolate,olive oil,french wine,ketchup,frozen smoothie,light mayo,fresh bread"
4817,"cooking oil,chocolate,escalope"
4818,french fries
4819,"cooking oil,escalope,zucchini"
4820,"milk,whole wheat rice,pancakes,low fat yogurt"
4821,"eggs,extra dark chocolate,pancakes"
4822,"mineral water,salmon,chocolate"
4823,"mineral water,eggs"
4824,"mineral water,nonfat milk,muffins,chocolate bread,hot dogs,cauliflower"
4825,
4826,
4827,"honey,whole wheat rice"
4828,"honey,carrots,french fries,green tea"
4829,"tomatoes,spaghetti,mineral water,salmon,chocolate"
4830,
4831,"mineral water,milk,salmon,green tea,chocolate,escalope"
4832,"herb & pepper,frozen vegetables,cereals"
4833,"escalope,energy drink"
4834,low fat yogurt
4835,escalope
4836,"grated cheese,herb & pepper,tomato sauce,spaghetti,black tea,salmon,eggs,rice"
4837,
4838,"frozen vegetables,tomatoes,spaghetti,soup,meatballs,butter,vegetables mix,whole wheat rice,gums,corn,frozen smoothie,tomato juice"
4839,"spaghetti,mineral water,chicken"
4840,"mineral water,chocolate,pancakes,brownies,light mayo,melons,protein bar"
4841,"spaghetti,mineral water,milk,olive oil,light cream,cottage cheese,green tea"
4842,
4843,
4844,spaghetti
4845,"herb & pepper,spaghetti"
4846,"olive oil,chocolate,french fries,escalope,mint"
4847,"mineral water,chocolate bread,whole weat flour,pancakes,low fat yogurt"
4848,"french wine,low fat yogurt"
4849,"champagne,escalope"
4850,"mineral water,chocolate,pancakes,cooking oil,low fat yogurt"
4851,"red wine,butter,bacon,eggs,cake,barbecue sauce,ketchup,pet food,french fries,salt,shampoo,green tea"
4852,"chocolate,ground beef,pepper,spaghetti,milk,olive oil,almonds,salmon,vegetables mix,muffins,low fat yogurt"
4853,
4854,
4855,"eggs,whole wheat rice"
4856,
4857,"mineral water,cooking oil"
4858,"frozen vegetables,ground beef,spaghetti,mineral water,avocado,milk,cake,low fat yogurt"
4859,"spaghetti,frozen smoothie"
4860,"shrimp,spaghetti,meatballs,milk,olive oil,eggs,whole wheat rice,carrots,eggplant,tea"
4861,"muffins,spinach"
4862,"pepper,mineral water,soup,milk,olive oil,black tea,chicken,chutney,nonfat milk,eggs,brownies"
4863,
4864,"soup,fromage blanc,cake"
4865,"nonfat milk,eggs,carrots"
4866,"ground beef,spaghetti,mineral water,milk,olive oil,chicken,cereals,fresh bread"
4867,"pancakes,french fries"
4868,"fresh tuna,frozen vegetables,milk,chutney,nonfat milk,soda,cooking oil,frozen smoothie"
4869,"eggplant,cookies"
4870,low fat yogurt
4871,"eggs,french fries,yogurt cake"
4872,frozen smoothie
4873,"almonds,cookies"
4874,toothpaste
4875,"mineral water,honey,cooking oil,escalope,protein bar,mint"
4876,"ham,mineral water,olive oil,butter,french wine,green tea,brownies,fresh bread"
4877,low fat yogurt
4878,"tomatoes,mineral water,honey,bug spray,rice,oil,chicken,chocolate,french fries,escalope"
4879,
4880,"pancakes,oatmeal"
4881,
4882,"cooking oil,frozen smoothie,cookies"
4883,cookies
